Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
"1003195","Henniez","Henniez,Vaud,Switzerland","20148","CH","City",Active
"1003196","Lausanne","Lausanne,Vaud,Switzerland","20148","CH","City",Active
"1003197","Le Mont-sur-Lausanne","Le Mont-sur-Lausanne,Vaud,Switzerland","20148","CH","City",Active
"1003199","Leysin","Leysin,Vaud,Switzerland","20148","CH","City",Active
"1003200","Lucens","Lucens,Vaud,Switzerland","20148","CH","City",Active
"1003201","Mies","Mies,Vaud,Switzerland","20148","CH","City",Active
"1003202","Montreux","Montreux,Vaud,Switzerland","20148","CH","City",Active
"1003203","Morges","Morges,Vaud,Switzerland","20148","CH","City",Active
"1003204","Moudon","Moudon,Vaud,Switzerland","20148","CH","City",Active
"1003205","Nyon","Nyon,Vaud,Switzerland","20148","CH","City",Active
"1003206","Oron-la-Ville","Oron-la-Ville,Vaud,Switzerland","20148","CH","City",Active
"1003207","Penthalaz","Penthalaz,Vaud,Switzerland","20148","CH","City",Active
"1003208","Pompaples","Pompaples,Vaud,Switzerland","20148","CH","City",Active
"1003209","Prangins","Prangins,Vaud,Switzerland","20148","CH","City",Active
"1003210","Preverenges","Preverenges,Vaud,Switzerland","20148","CH","City",Active
"1003211","Prilly","Prilly,Vaud,Switzerland","20148","CH","City",Active
"1003212","Pully","Pully,Vaud,Switzerland","20148","CH","City",Active
"1003213","Renens","Renens,Vaud,Switzerland","20148","CH","City",Active
"1003215","Saint-Sulpice","Saint-Sulpice,Vaud,Switzerland","20148","CH","City",Active
"1003217","Vevey","Vevey,Vaud,Switzerland","20148","CH","City",Active
"1003219","Yverdon-les-Bains","Yverdon-les-Bains,Vaud,Switzerland","20148","CH","City",Active
"1003220","Brig","Brig,Valais,Switzerland","20149","CH","City",Active
"1003221","Collombey","Collombey,Valais,Switzerland","20149","CH","City",Active
"1003222","Martigny","Martigny,Valais,Switzerland","20149","CH","City",Active
"1003223","Crans-Montana","Crans-Montana,Valais,Switzerland","20149","CH","City",Active
"1003224","Naters","Naters,Valais,Switzerland","20149","CH","City",Active
"1003225","Saas-Fee","Saas-Fee,Valais,Switzerland","20149","CH","City",Active
"1003226","Sierre","Sierre,Valais,Switzerland","20149","CH","City",Active
"1003227","Sion","Sion,Valais,Switzerland","20149","CH","City",Active
"1003229","Zermatt","Zermatt,Valais,Switzerland","20149","CH","City",Active
"1003230","Baar","Baar,Canton of Zug,Switzerland","20150","CH","City",Active
"1003231","Cham","Cham,Canton of Zug,Switzerland","20150","CH","City",Active
"1003232","Neuheim","Neuheim,Canton of Zug,Switzerland","20150","CH","City",Active
"1003233","Risch-Rotkreuz","Risch-Rotkreuz,Canton of Zug,Switzerland","20150","CH","City",Active
"1003234","Steinhausen","Steinhausen,Canton of Zug,Switzerland","20150","CH","City",Active
"1003235","Zug","Zug,Canton of Zug,Switzerland","20150","CH","City",Active
"1003236","Aadorf","Aadorf,Thurgau,Switzerland","20145","CH","City",Active
"1003237","Adliswil","Adliswil,Zurich,Switzerland","20151","CH","City",Active
"1003238","Bachenbulach","Bachenbulach,Zurich,Switzerland","20151","CH","City",Active
"1003239","Bassersdorf","Bassersdorf,Zurich,Switzerland","20151","CH","City",Active
"1003241","Bonstetten","Bonstetten,Zurich,Switzerland","20151","CH","City",Active
"1003242","Bremgarten","Bremgarten,Aargau,Switzerland","20126","CH","City",Active
"1003243","Wangen-Bruttisellen","Wangen-Bruttisellen,Zurich,Switzerland","20151","CH","City",Active
"1003244","Bubikon","Bubikon,Zurich,Switzerland","20151","CH","City",Active
"1003245","Bulach","Bulach,Zurich,Switzerland","20151","CH","City",Active
"1003246","Dielsdorf","Dielsdorf,Zurich,Switzerland","20151","CH","City",Active
"1003247","Dietikon","Dietikon,Zurich,Switzerland","20151","CH","City",Active
"1003248","Dubendorf","Dubendorf,Zurich,Switzerland","20151","CH","City",Active
"1003249","Maur","Maur,Zurich,Switzerland","20151","CH","City",Active
"1003250","Effretikon","Effretikon,Zurich,Switzerland","20151","CH","City",Active
"1003251","Egg","Egg,Zurich,Switzerland","20151","CH","City",Active
"1003252","Eglisau","Eglisau,Switzerland","2756","CH","City",Active
"1003253","Embrach","Embrach,Zurich,Switzerland","20151","CH","City",Active
"1003254","Erlenbach","Erlenbach,Zurich,Switzerland","20151","CH","City",Active
"1003257","Geroldswil","Geroldswil,Zurich,Switzerland","20151","CH","City",Active
"1003258","Glattfelden","Glattfelden,Zurich,Switzerland","20151","CH","City",Active
"1003259","Greifensee","Greifensee,Zurich,Switzerland","20151","CH","City",Active
"1003260","Hedingen","Hedingen,Zurich,Switzerland","20151","CH","City",Active
"1003261","Hinwil","Hinwil,Zurich,Switzerland","20151","CH","City",Active
"1003262","Hombrechtikon","Hombrechtikon,Zurich,Switzerland","20151","CH","City",Active
"1003263","Horgen","Horgen,Zurich,Switzerland","20151","CH","City",Active
"1003264","Kilchberg","Kilchberg,Zurich,Switzerland","20151","CH","City",Active
"1003265","Kloten","Kloten,Zurich,Switzerland","20151","CH","City",Active
"1003267","Mannedorf","Mannedorf,Zurich,Switzerland","20151","CH","City",Active
"1003269","Meilen","Meilen,Zurich,Switzerland","20151","CH","City",Active
"1003270","Monchaltorf","Monchaltorf,Zurich,Switzerland","20151","CH","City",Active
"1003271","Neuhausen am Rheinfall","Neuhausen am Rheinfall,Schaffhausen,Switzerland","20142","CH","City",Active
"1003273","Opfikon","Opfikon,Zurich,Switzerland","20151","CH","City",Active
"1003274","Otelfingen","Otelfingen,Zurich,Switzerland","20151","CH","City",Active
"1003275","Pfaffikon","Pfaffikon,Zurich,Switzerland","20151","CH","City",Active
"1003276","Regensdorf","Regensdorf,Zurich,Switzerland","20151","CH","City",Active
"1003277","Richterswil","Richterswil,Zurich,Switzerland","20151","CH","City",Active
"1003278","Rumlang","Rumlang,Zurich,Switzerland","20151","CH","City",Active
"1003279","Ruschlikon","Ruschlikon,Zurich,Switzerland","20151","CH","City",Active
"1003280","Ruti","Ruti,Switzerland","2756","CH","City",Active
"1003281","Schlieren","Schlieren,Zurich,Switzerland","20151","CH","City",Active
"1003282","Seuzach","Seuzach,Zurich,Switzerland","20151","CH","City",Active
"1003283","Stafa","Stafa,Zurich,Switzerland","20151","CH","City",Active
"1003284","Thalwil","Thalwil,Zurich,Switzerland","20151","CH","City",Active
"1003285","Turbenthal","Turbenthal,Zurich,Switzerland","20151","CH","City",Active
"1003286","Uetikon","Uetikon,Zurich,Switzerland","20151","CH","City",Active
"1003287","Urdorf","Urdorf,Zurich,Switzerland","20151","CH","City",Active
"1003288","Uster","Uster,Zurich,Switzerland","20151","CH","City",Active
"1003289","Wadenswil","Wadenswil,Zurich,Switzerland","20151","CH","City",Active
"1003290","Wallisellen","Wallisellen,Zurich,Switzerland","20151","CH","City",Active
"1003291","Weisslingen","Weisslingen,Zurich,Switzerland","20151","CH","City",Active
"1003292","Wetzikon","Wetzikon,Zurich,Switzerland","20151","CH","City",Active
"1003293","Winterthur","Winterthur,Zurich,Switzerland","20151","CH","City",Active
"1003294","Zollikon","Zollikon,Zurich,Switzerland","20151","CH","City",Active
"1003296","Zumikon","Zumikon,Zurich,Switzerland","20151","CH","City",Active
"1003297","Zurich","Zurich,Zurich,Switzerland","20151","CH","City",Active
"1030583","Adelboden","Adelboden,Canton of Bern,Switzerland","20129","CH","City",Active
"1030584","Affoltern am Albis","Affoltern am Albis,Zurich,Switzerland","20151","CH","City",Active
"1030585","Altdorf","Altdorf,Uri,Switzerland","20147","CH","City",Active
"1030586","Altendorf","Altendorf,Schwyz,Switzerland","20144","CH","City",Active
"1030587","Altstatten","Altstatten,St. Gallen,Switzerland","20141","CH","City",Active
"1030588","Arth","Arth,Schwyz,Switzerland","20144","CH","City",Active
"1030589","Bad Ragaz","Bad Ragaz,St. Gallen,Switzerland","20141","CH","City",Active
"1030590","Balgach","Balgach,St. Gallen,Switzerland","20141","CH","City",Active
"1030591","Bardonnex","Bardonnex,Geneva,Switzerland","20133","CH","City",Active
"1030592","Bassecourt","Bassecourt,Jura,Switzerland","20136","CH","City",Active
"1030593","Bellikon","Bellikon,Aargau,Switzerland","20126","CH","City",Active
"1030594","Bergdietikon","Bergdietikon,Aargau,Switzerland","20126","CH","City",Active
"1030595","Berikon","Berikon,Aargau,Switzerland","20126","CH","City",Active
"1030596","Berneck","Berneck,St. Gallen,Switzerland","20141","CH","City",Active
"1030597","Birmenstorf","Birmenstorf,Aargau,Switzerland","20126","CH","City",Active
"1030598","Blonay","Blonay,Vaud,Switzerland","20148","CH","City",Active
"1030599","Boecourt","Boecourt,Jura,Switzerland","20136","CH","City",Active
"1030600","Brugg","Brugg,Canton of Bern,Switzerland","20129","CH","City",Active
"1030601","Buchs","Buchs,Aargau,Switzerland","20126","CH","City",Active
"1030602","Bulle","Bulle,Fribourg,Switzerland","20132","CH","City",Active
"1030603","Bursinel","Bursinel,Vaud,Switzerland","20148","CH","City",Active
"1030604","Bosingen","Bosingen,Fribourg,Switzerland","20132","CH","City",Active
"1030605","Charrat","Charrat,Valais,Switzerland","20149","CH","City",Active
"1030606","Chavornay","Chavornay,Vaud,Switzerland","20148","CH","City",Active
"1030607","Dagmersellen","Dagmersellen,Lucerne,Switzerland","20137","CH","City",Active
"1030608","Daillens","Daillens,Vaud,Switzerland","20148","CH","City",Active
"1030609","Diessenhofen","Diessenhofen,Thurgau,Switzerland","20145","CH","City",Active
"1030610","Dietlikon","Dietlikon,Zurich,Switzerland","20151","CH","City",Active
"1030611","Dottikon","Dottikon,Aargau,Switzerland","20126","CH","City",Active
"1030612","Eschlikon","Eschlikon,Thurgau,Switzerland","20145","CH","City",Active
"1030613","Essert-Pittet","Essert-Pittet,Vaud,Switzerland","20148","CH","City",Active
"1030614","Fiesch","Fiesch,Valais,Switzerland","20149","CH","City",Active
"1030615","Fislisbach","Fislisbach,Aargau,Switzerland","20126","CH","City",Active
"1030616","Frutigen","Frutigen,Canton of Bern,Switzerland","20129","CH","City",Active
"1030617","Fallanden","Fallanden,Zurich,Switzerland","20151","CH","City",Active
"1030618","Fullinsdorf","Fullinsdorf,Basel-Landschaft,Switzerland","20130","CH","City",Active
"1030619","Gaiserwald","Gaiserwald,St. Gallen,Switzerland","20141","CH","City",Active
"1030620","Gebenstorf","Gebenstorf,Aargau,Switzerland","20126","CH","City",Active
"1030621","Goldach","Goldach,St. Gallen,Switzerland","20141","CH","City",Active
"1030622","Grabs","Grabs,St. Gallen,Switzerland","20141","CH","City",Active
"1030623","Granges (Veveyse)","Granges (Veveyse),Fribourg,Switzerland","20132","CH","City",Active
"1030624","Grossaffoltern","Grossaffoltern,Canton of Bern,Switzerland","20129","CH","City",Active
"1030625","Gruningen","Gruningen,Zurich,Switzerland","20151","CH","City",Active
"1030626","Haldenstein","Haldenstein,Grisons,Switzerland","20135","CH","City",Active
"1030627","Hausen bei Brugg","Hausen bei Brugg,Aargau,Switzerland","20126","CH","City",Active
"1030628","Heimberg","Heimberg,Canton of Bern,Switzerland","20129","CH","City",Active
"1030629","Herrliberg","Herrliberg,Zurich,Switzerland","20151","CH","City",Active
"1030630","Horw","Horw,Lucerne,Switzerland","20137","CH","City",Active
"1030631","Igis","Igis,Grisons,Switzerland","20135","CH","City",Active
"1030632","Killwangen","Killwangen,Aargau,Switzerland","20126","CH","City",Active
"1030633","Kreuzlingen","Kreuzlingen,Thurgau,Switzerland","20145","CH","City",Active
"1030634","Koniz","Koniz,Canton of Bern,Switzerland","20129","CH","City",Active
"1030635","Kusnacht","Kusnacht,Zurich,Switzerland","20151","CH","City",Active
"1030636","La Tour-de-Peilz","La Tour-de-Peilz,Vaud,Switzerland","20148","CH","City",Active
"1030637","Mungnau","Mungnau,Switzerland","2756","CH","City",Active
"1030638","Lindau","Lindau,Zurich,Switzerland","20151","CH","City",Active
"1030639","Locarno","Locarno,Ticino,Switzerland","20146","CH","City",Active
"1030640","Massagno","Massagno,Ticino,Switzerland","20146","CH","City",Active
"1030641","Meikirch","Meikirch,Canton of Bern,Switzerland","20129","CH","City",Active
"1030642","Monthey","Monthey,Valais,Switzerland","20149","CH","City",Active
"1030643","Morbio Inferiore","Morbio Inferiore,Ticino,Switzerland","20146","CH","City",Active
"1030644","Moutier","Moutier,Canton of Bern,Switzerland","20129","CH","City",Active
"1030645","Muolen","Muolen,St. Gallen,Switzerland","20141","CH","City",Active
"1030646","Magenwil","Magenwil,Aargau,Switzerland","20126","CH","City",Active
"1030647","Mulligen","Mulligen,Aargau,Switzerland","20126","CH","City",Active
"1030648","Netstal","Netstal,Glarus,Switzerland","20134","CH","City",Active
"1030649","Neuenkirch","Neuenkirch,Lucerne,Switzerland","20137","CH","City",Active
"1030650","Niederurnen","Niederurnen,Glarus,Switzerland","20134","CH","City",Active
"1030651","Niederwil","Niederwil,Aargau,Switzerland","20126","CH","City",Active
"1030652","Oberglatt","Oberglatt,Zurich,Switzerland","20151","CH","City",Active
"1030653","Oetwil am See","Oetwil am See,Zurich,Switzerland","20151","CH","City",Active
"1030654","Olten","Olten,Solothurn,Switzerland","20143","CH","City",Active
"1030655","Onex","Onex,Geneva,Switzerland","20133","CH","City",Active
"1030656","Orbe","Orbe,Vaud,Switzerland","20148","CH","City",Active
"1030657","Quarten","Quarten,St. Gallen,Switzerland","20141","CH","City",Active
"1030658","Ramlinsburg","Ramlinsburg,Basel-Landschaft,Switzerland","20130","CH","City",Active
"1030659","Rapperswil-Jona","Rapperswil-Jona,St. Gallen,Switzerland","20141","CH","City",Active
"1030660","Reinach","Reinach,Aargau,Switzerland","20126","CH","City",Active
"1030661","Ringgenberg","Ringgenberg,Canton of Bern,Switzerland","20129","CH","City",Active
"1030662","Rubigen","Rubigen,Canton of Bern,Switzerland","20129","CH","City",Active
"1030663","Saanen","Saanen,Canton of Bern,Switzerland","20129","CH","City",Active
"1030664","Salmsach","Salmsach,Thurgau,Switzerland","20145","CH","City",Active
"1030665","Saint Margrethen","Saint Margrethen,St. Gallen,Switzerland","20141","CH","City",Active
"1030666","Sant'Antonino","Sant'Antonino,Ticino,Switzerland","20146","CH","City",Active
"1030667","Schafisheim","Schafisheim,Aargau,Switzerland","20126","CH","City",Active
"1030668","Seegraben","Seegraben,Zurich,Switzerland","20151","CH","City",Active
"1030669","Steffisburg","Steffisburg,Canton of Bern,Switzerland","20129","CH","City",Active
"1030670","Steinen","Steinen,Schwyz,Switzerland","20144","CH","City",Active
"1030671","Studen","Studen,Canton of Bern,Switzerland","20129","CH","City",Active
"1030672","Sulgen","Sulgen,Thurgau,Switzerland","20145","CH","City",Active
"1030673","Troistorrents","Troistorrents,Valais,Switzerland","20149","CH","City",Active
"1030674","Uzwil","Uzwil,St. Gallen,Switzerland","20141","CH","City",Active
"1030675","Val-de-Travers","Val-de-Travers,Neuchatel,Switzerland","20138","CH","City",Active
"1030676","Vilters-Wangs","Vilters-Wangs,St. Gallen,Switzerland","20141","CH","City",Active
"1030677","Visp","Visp,Valais,Switzerland","20149","CH","City",Active
"1030678","Volketswil","Volketswil,Zurich,Switzerland","20151","CH","City",Active
"1030679","Waltenschwil","Waltenschwil,Aargau,Switzerland","20126","CH","City",Active
"1030680","Walzenhausen","Walzenhausen,Appenzell Ausserrhoden,Switzerland","20128","CH","City",Active
"1030681","Wichtrach","Wichtrach,Canton of Bern,Switzerland","20129","CH","City",Active
"1030682","Widnau","Widnau,St. Gallen,Switzerland","20141","CH","City",Active
"1030683","Winkel","Winkel,Zurich,Switzerland","20151","CH","City",Active
"1030684","Zuzwil","Zuzwil,St. Gallen,Switzerland","20141","CH","City",Active
"20126","Aargau","Aargau,Switzerland","2756","CH","Canton",Active
"20127","Appenzell Innerrhoden","Appenzell Innerrhoden,Switzerland","2756","CH","Canton",Active
"20128","Appenzell Ausserrhoden","Appenzell Ausserrhoden,Switzerland","2756","CH","Canton",Active
"20129","Canton of Bern","Canton of Bern,Switzerland","2756","CH","Canton",Active
"20130","Basel-Landschaft","Basel-Landschaft,Switzerland","2756","CH","Canton",Active
"20131","Basel City","Basel City,Switzerland","2756","CH","Canton",Active
"20132","Fribourg","Fribourg,Switzerland","2756","CH","Canton",Active
"20133","Geneva","Geneva,Switzerland","2756","CH","Canton",Active
"20134","Glarus","Glarus,Switzerland","2756","CH","Canton",Active
"20135","Grisons","Grisons,Switzerland","2756","CH","Canton",Active
"20136","Jura","Jura,Switzerland","2756","CH","Canton",Active
"20137","Lucerne","Lucerne,Switzerland","2756","CH","Canton",Active
"20138","Neuchatel","Neuchatel,Switzerland","2756","CH","Canton",Active
"20139","Nidwalden","Nidwalden,Switzerland","2756","CH","Canton",Active
"20140","Obwalden","Obwalden,Switzerland","2756","CH","Canton",Active
"20141","St. Gallen","St. Gallen,Switzerland","2756","CH","Canton",Active
"20142","Schaffhausen","Schaffhausen,Switzerland","2756","CH","Canton",Active
"20143","Solothurn","Solothurn,Switzerland","2756","CH","Canton",Active
"20144","Schwyz","Schwyz,Switzerland","2756","CH","Canton",Active
"20145","Thurgau","Thurgau,Switzerland","2756","CH","Canton",Active
"20146","Ticino","Ticino,Switzerland","2756","CH","Canton",Active
"20147","Uri","Uri,Switzerland","2756","CH","Canton",Active
"20148","Vaud","Vaud,Switzerland","2756","CH","Canton",Active
"20149","Valais","Valais,Switzerland","2756","CH","Canton",Active
"20150","Canton of Zug","Canton of Zug,Switzerland","2756","CH","Canton",Active
"20151","Zurich","Zurich,Switzerland","2756","CH","Canton",Active
"2756","Switzerland","Switzerland","","CH","Country",Active
"9041172","Geneve Aeroport","Geneve Aeroport,Geneva,Switzerland","20133","CH","Airport",Active
"9041173","Zurich Airport","Zurich Airport,Zurich,Switzerland","20151","CH","Airport",Active
"9047946","Alpnach","Alpnach,Obwalden,Switzerland","20140","CH","City",Active
"9047947","Attalens","Attalens,Fribourg,Switzerland","20132","CH","City",Active
"9047948","Bagnes","Bagnes,Valais,Switzerland","20149","CH","City",Active
"9047949","Baretswil","Baretswil,Zurich,Switzerland","20151","CH","City",Active
"9047950","Beinwil am See","Beinwil am See,Aargau,Switzerland","20126","CH","City",Active
"9047951","Birmensdorf","Birmensdorf,Zurich,Switzerland","20151","CH","City",Active
"9047952","Birr","Birr,Aargau,Switzerland","20126","CH","City",Active
"9047953","Boudry","Boudry,Neuchatel,Switzerland","20138","CH","City",Active
"9047954","Bubendorf","Bubendorf,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9047955","Buchs","Buchs,Zurich,Switzerland","20151","CH","City",Active
"9047956","Bussigny","Bussigny,Vaud,Switzerland","20148","CH","City",Active
"9047957","Cheseaux-sur-Lausanne","Cheseaux-sur-Lausanne,Vaud,Switzerland","20148","CH","City",Active
"9047958","Dallikon","Dallikon,Zurich,Switzerland","20151","CH","City",Active
"9047959","Diepoldsau","Diepoldsau,St. Gallen,Switzerland","20141","CH","City",Active
"9047960","Durnten","Durnten,Zurich,Switzerland","20151","CH","City",Active
"9047961","Ebnat-Kappel","Ebnat-Kappel,St. Gallen,Switzerland","20141","CH","City",Active
"9047962","Echallens","Echallens,Vaud,Switzerland","20148","CH","City",Active
"9047963","Ehrendingen","Ehrendingen,Aargau,Switzerland","20126","CH","City",Active
"9047964","Erlinsbach","Erlinsbach,Aargau,Switzerland","20126","CH","City",Active
"9047965","Estavayer-le-Lac","Estavayer-le-Lac,Fribourg,Switzerland","20132","CH","City",Active
"9047966","Fehraltorf","Fehraltorf,Zurich,Switzerland","20151","CH","City",Active
"9047967","Feusisberg","Feusisberg,Schwyz,Switzerland","20144","CH","City",Active
"9047968","Forel","Forel,Vaud,Switzerland","20148","CH","City",Active
"9047969","Frenkendorf","Frenkendorf,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9047970","Gelterkinden","Gelterkinden,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9047971","Gipf-Oberfrick","Gipf-Oberfrick,Aargau,Switzerland","20126","CH","City",Active
"9047972","Gossau","Gossau,Zurich,Switzerland","20151","CH","City",Active
"9047973","Hettlingen","Hettlingen,Zurich,Switzerland","20151","CH","City",Active
"9047974","Hittnau","Hittnau,Zurich,Switzerland","20151","CH","City",Active
"9047975","Hunenberg","Hunenberg,Canton of Zug,Switzerland","20150","CH","City",Active
"9047976","Ingenbohl","Ingenbohl,Schwyz,Switzerland","20144","CH","City",Active
"9047977","Jonschwil","Jonschwil,St. Gallen,Switzerland","20141","CH","City",Active
"9047978","Kaltbrunn","Kaltbrunn,St. Gallen,Switzerland","20141","CH","City",Active
"9047979","Kerzers","Kerzers,Fribourg,Switzerland","20132","CH","City",Active
"9047980","Kirchberg","Kirchberg,St. Gallen,Switzerland","20141","CH","City",Active
"9047981","Kunten","Kunten,Aargau,Switzerland","20126","CH","City",Active
"9047982","Kuttigen","Kuttigen,Aargau,Switzerland","20126","CH","City",Active
"9047983","La Sarraz","La Sarraz,Vaud,Switzerland","20148","CH","City",Active
"9047984","Lachen","Lachen,Schwyz,Switzerland","20144","CH","City",Active
"9047985","Langnau am Albis","Langnau am Albis,Zurich,Switzerland","20151","CH","City",Active
"9047986","Langnau im Emmental","Langnau im Emmental,Canton of Bern,Switzerland","20129","CH","City",Active
"9047987","Lausen","Lausen,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9047988","Le Chenit","Le Chenit,Vaud,Switzerland","20148","CH","City",Active
"9047989","Lenk im Simmental","Lenk im Simmental,Canton of Bern,Switzerland","20129","CH","City",Active
"9047990","Lutry","Lutry,Vaud,Switzerland","20148","CH","City",Active
"9047991","Lutzelfluh","Lutzelfluh,Canton of Bern,Switzerland","20129","CH","City",Active
"9047992","Mettmenstetten","Mettmenstetten,Zurich,Switzerland","20151","CH","City",Active
"9047993","Mex","Mex,Vaud,Switzerland","20148","CH","City",Active
"9047994","Munchenbuchsee","Munchenbuchsee,Canton of Bern,Switzerland","20129","CH","City",Active
"9047995","Munchwilen","Munchwilen,Thurgau,Switzerland","20145","CH","City",Active
"9047996","Munsterlingen","Munsterlingen,Thurgau,Switzerland","20145","CH","City",Active
"9047997","Muri","Muri,Aargau,Switzerland","20126","CH","City",Active
"9047998","Neerach","Neerach,Zurich,Switzerland","20151","CH","City",Active
"9047999","Neftenbach","Neftenbach,Zurich,Switzerland","20151","CH","City",Active
"9048000","Niederbipp","Niederbipp,Canton of Bern,Switzerland","20129","CH","City",Active
"9048001","Niederhasli","Niederhasli,Zurich,Switzerland","20151","CH","City",Active
"9048002","Niederweningen","Niederweningen,Zurich,Switzerland","20151","CH","City",Active
"9048003","Nurensdorf","Nurensdorf,Zurich,Switzerland","20151","CH","City",Active
"9048004","Oberdorf","Oberdorf,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9048005","Obersiggenthal","Obersiggenthal,Aargau,Switzerland","20126","CH","City",Active
"9048006","Ottenbach","Ottenbach,Zurich,Switzerland","20151","CH","City",Active
"9048007","Rafz","Rafz,Zurich,Switzerland","20151","CH","City",Active
"9048008","Rolle","Rolle,Vaud,Switzerland","20148","CH","City",Active
"9048009","Rorschacherberg","Rorschacherberg,St. Gallen,Switzerland","20141","CH","City",Active
"9048010","Russikon","Russikon,Zurich,Switzerland","20151","CH","City",Active
"9048011","Saint-Prex","Saint-Prex,Vaud,Switzerland","20148","CH","City",Active
"9048012","Sarnen","Sarnen,Obwalden,Switzerland","20140","CH","City",Active
"9048013","Saxon","Saxon,Valais,Switzerland","20149","CH","City",Active
"9048014","Schmerikon","Schmerikon,St. Gallen,Switzerland","20141","CH","City",Active
"9048015","Schubelbach","Schubelbach,Schwyz,Switzerland","20144","CH","City",Active
"9048016","Seengen","Seengen,Aargau,Switzerland","20126","CH","City",Active
"9048017","Seon","Seon,Aargau,Switzerland","20126","CH","City",Active
"9048018","Sevelen","Sevelen,St. Gallen,Switzerland","20141","CH","City",Active
"9048019","Stallikon","Stallikon,Zurich,Switzerland","20151","CH","City",Active
"9048020","Steinmaur","Steinmaur,Zurich,Switzerland","20151","CH","City",Active
"9048021","Strengelbach","Strengelbach,Aargau,Switzerland","20126","CH","City",Active
"9048022","Therwil","Therwil,Basel-Landschaft,Switzerland","20130","CH","City",Active
"9048023","Uitikon","Uitikon,Zurich,Switzerland","20151","CH","City",Active
"9048024","Unterageri","Unterageri,Canton of Zug,Switzerland","20150","CH","City",Active
"9048025","Untersiggenthal","Untersiggenthal,Aargau,Switzerland","20126","CH","City",Active
"9048026","Vallorbe","Vallorbe,Vaud,Switzerland","20148","CH","City",Active
"9048027","Villmergen","Villmergen,Aargau,Switzerland","20126","CH","City",Active
"9048028","Wald","Wald,Zurich,Switzerland","20151","CH","City",Active
"9048029","Walenstadt","Walenstadt,St. Gallen,Switzerland","20141","CH","City",Active
"9048030","Weggis","Weggis,Lucerne,Switzerland","20137","CH","City",Active
"9048031","Wurenlingen","Wurenlingen,Aargau,Switzerland","20126","CH","City",Active
